序号,section,题号,单词,音标,释义
3344,S92,Q6,anonymity,[??n??n?m?ti],匿名  the quality or state of being unknown?to?most?people
3345,S92,Q6,esoteric,[?es??ter?k],"深奥的,只有内行才懂的  known and    understood?by?only?a?few?people??  who have special
knowledge about something"
3346,S92,Q7,insular,[??ns?l?],"孤立的；与世隔绝的  separated?from other people or cultures : not knowing or interested in
new or different ideas"
3347,S92,Q7,unerring,[?n???r??],"无过失的；不犯错误的  always right and accurate : faultless,?unfailing"
3348,S92,Q8,compassionate,[k?m?p???n?t],"有同情心的;  表示同情的  feeling    or showing concern for someone who is sick, hurt, poor,
etc. : sympathetic"
3349,S92,Q8,warmhearted,[?w??mhɑ?t?d],"亲切的；热心肠的  having or showing kindness,?sympathy,?and?affection"
3350,S92,Q9,insatiable,[?n?se???bl],贪得无厌的；不知足的  always wanting more : not?able?to?be?satisfied
3351,S92,Q9,devious,[?div??s],"1.  偏离的  deviating from a right, accepted, or common course
2.  狡诈的  cunning,?deceptive"
3352,S92,Q9,pretentious,[pr??t?n??s],"自命不凡的  having or showing the unpleasant quality of people who want to be regarded as more?impressive,?successful,?or?important?than?they?really?are"
3353,S92,Q9,voracious,[v??re???s],贪婪的，贪吃的  having a huge appetite : ravenous
3354,S92,Q9,cunning,[?k?n??],"1.  狡猾的  getting what is wanted in a clever?and?often?deceptive way
2.  巧妙的  dexterous?or crafty in the use of special resources"
3355,S92,Q10,chimera,[ka??m?r?],幻想  something that exists only in the?imagination?and?is?not?possible?in?reality
3356,S92,Q10,conundrum,[k??n?ndr?m],难题  a confusing or difficult?problem
3357,S92,Q10,anachronism,[??n?kr?n?z?m],"时代错误  something that is mistakenly?placed?in?a?time?where it does not belong in a story,
movie, etc."
3358,S93,Q1,predilection,[?predl?ek?n],倾向  a natural?liking for something
3359,S93,Q1,invective,[?n?vekt?v],"谩骂的；恶言的  of, relating to, or characterized by insult?or?abuse"
3360,S93,Q1,tenacity,[t??n?s?ti],执着  very determined?and?do?not?give?up easily
3361,S93,Q1,pugnacity,[p?ɡ?n?s?ti],好斗，好战  having a quarrelsome or combative nature : truculent
3362,S93,Q1,effusiveness,[e'fju:sivnis],热情洋溢  expressing?a?lot?of?emotion
3363,S93,Q1,irascibility,"[?,r?s?'b?l?ti]",易怒  becoming?angry?very?easily : having a bad temper
3364,S93,Q2,plethora,[?pleθ?r?],"过剩  excess,?superfluity"
3365,S93,Q2,paucity,[?p??s?ti],缺乏，少量  a small?number?of something
3366,S93,Q2,transparency,[tr?ns?p?r?nsi],透明  something transparent
3367,S93,Q3,warrant,[?w?r?nt],"保证；担保  guarantee,?security"
3368,S93,Q3,lionize,[?la??na?z],崇拜  to treat?someone?as?being?very?important?or?famous
3369,S93,Q3,impugn,[?m?pju?n],指责，抨击  to assail by words or arguments : oppose or attack as false or lacking integrity
3370,S93,Q4,countenance,[?ka?nt?n?ns],"1.  支持，赞同  bearing or expression that offers approval or sanction : moral support
2.  （镇定的）面容，表情  calm expression"
3371,S93,Q4,champion,[?t??mp??n],"支持，拥护，捍卫  If you champion a person, a cause, or a principle, you support?or?defend
them."
3372,S93,Q5,superficial,[?sup??f??l],"1. (人)  肤浅的  If you describe someone as superficial, you disapprove of them because they do?not?think?deeply, and have little understanding of anything serious or important.
2.  表面上的     concerned only with what is obvious or apparent : not?thorough?or?complete"
3373,S93,Q5,cordial,[?k?rd??l],友善的  politely?pleasant?and?friendly
3374,S93,Q6,diffidence,[?d?f?d?ns],缺乏自信  lacking?confidence : not feeling comfortable around people
3375,S93,Q6,unfounded,[?n?fa?nd?d],"无根据的  not based on facts or proof : groundless,?unwarranted"
3376,S93,Q6,copious,[?ko?pi?s],丰富的；多产的  very?large?in?amount?or?number
3377,S93,Q7,zealotry,[?zel?tri],狂热  fanatical?devotion
3378,S93,Q7,apathy,[??p?θi],"1.  无感情  lack of feeling or emotion : impassiveness
2.  漠不关心  lack of interest or concern : indifference"
3379,S93,Q7,hypocrisy,[h??pɑkr?si],"虚伪  If you accuse someone of hypocrisy, you mean that they pretend?to?have?qualities,
beliefs,?or?feelings?that?they?do?not?really?have."
3380,S93,Q7,partisanship,[?pɑ?t?z?n??p],"盲目支持/偏袒  Partisanship is support?for?a?person?or?group?without?fair consideration of the
facts and circumstances: partiality"
3381,S93,Q8,baffle,[?b?fl],使…困惑  to confuse someone completely
3382,S93,Q9,reprehend,[?repr??hend],申斥；指责  to voice disapproval of : censure
3383,S93,Q9,deprecate,[?depr?ke?t],反对；抨击  to criticize?or?express?disapproval?of someone or somthing
3384,S93,Q9,exonerate,[?ɡ?zɑ?n?re?t],"使免罪  to prove?that?someone?is?not?guilty of a crime or responsible for a problem, bad
situation, etc."
3385,S93,Q9,extol,[?k?stol],颂扬；赞美  to praise?highly : glorify
3386,S93,Q10,temperate,[?t?mp?r?t],温和的；适度的；有节制的  not extreme or excessive : mild
3387,S93,Q10,strenuous,[?str?nju?s],费力的，艰苦的  requiring or showing great?energy?and?effort
3388,S93,Q10,dispassionate,[d?s?p???n?t],不带感情的  not?influenced?or?affected?by?emotions
3389,S93,Q10,strident,[?stra?dnt],"1.  刺耳的  sounding harsh?and?unpleasant
2.  强硬的  expressing opinions or criticism in?a?very?forceful?and?often?annoying?or
unpleasant?way"
3390,S94,Q1,supersede,[?sup??sid],代替  to replace someone or something
3391,S94,Q1,ameliorate,[??mil???ret],"改善，减轻  to make?better,?less?painful, etc"
3392,S94,Q1,inherent,[?n?h?r?nt],内在的;  本质的  belonging to the basic nature of someone or something : intrinsic
3393,S94,Q1,exclude,[?k?skl?d],排除，不包括  to prevent?someone?from doing something or being a part of a group
3394,S94,Q2,pretentious,[pr??t?n??s],"自命不凡的  having or showing the unpleasant?quality of people who want to be regarded as more?impressive,?successful,?or?important?than?they?really?are"
3395,S94,Q3,irresistible,"[,?r?'z?st?bl]",无法抵制诱惑的  impossible to resist especially because of strength or attractiveness
3396,S94,Q3,off-putting,"['?f,p?t??]","令人讨厌的     If you describe a quality or feature of something as off-putting, you mean that it makes?you?dislike that thing or not want to get involved with it."
3397,S94,Q3,systemic,[s?'st?m?k],影响全局的     Systemic means affecting the whole of something.
3398,S94,Q4,layperson,[?le?p??rsn],"外行  A layperson is a person who is not?trained,?qualified,?or?experienced in a particular
subject or activity."
3399,S94,Q4,formidable,[?f?rm?d?bl],"1.  强大的  very?powerful?or?strong : deserving serious attention and respect
2.  难处理的  very difficult?to?deal?with
3.  令人敬畏的  causing?fear, dread, or apprehension"
3400,S94,Q5,solace,[?sɑ?l?s],慰藉     a source of relief?or?consolation
3401,S94,Q5,baffle,[?b?fl],使…困惑  to confuse someone completely
3402,S94,Q6,proliferate,[pr??l?f?re?t],激增  to?increase in number or amount quickly
3403,S94,Q6,agglomerate,[??ɡlɑ?m?re?t],"凝聚  to?gather?into a ball, mass, or cluster"
3404,S94,Q7,decry,[d??kra?],"谴责，批评  to say publicly and forcefully that you regard something as bad,?wrong,etc."
3405,S94,Q7,countenance,[?ka?nt?n?ns],"1.  支持，赞同  bearing or expression that offers approval or sanction : moral support
2.  （镇定的）面容，表情  calm expression"
3406,S94,Q8,vendor,[?v?nd?],卖主；小贩  a?person?who?sells?things especially on the street
3407,S94,Q8,luminary,[?lu?m?neri],杰出人物  a very famous?or?successful?person
3408,S94,Q9,inconsequential,[?n?kɑ?ns??kwen?l],不重要的;  微不足道的;  无足轻重的  not?important
3409,S94,Q10,erratic,[??r?t?k],"难以预测的，不稳定的  acting , moving , or changing in ways that are not?expected?or?usual :
not consistent or regular"
3410,S94,Q10,wondrous,[?w?ndr?s],令人惊叹的  extraordinary
3411,S95,Q1,outlandish,[a?t?l?nd??],稀奇古怪的  very strange?or?unusual
3412,S95,Q2,trepidation,[?trep??de??n],"惊恐;  焦虑??a?feeling?of?fear that causes you to hesitate because you think something bad or
unpleasant is going to happen"
3413,S95,Q2,consternation,[?kɑnst??ne??n],惊恐  a strong feeling of surprise?or?sudden?disappointment that causes confusion
3414,S95,Q2,gratitude,[?ɡr?t?tud],感激  a feeling of appreciation?or?thanks
3415,S95,Q2,equanimity,[?ekw??n?m?ti],平静；镇定??calm?emotions when dealing with problems or pressure
3416,S95,Q2,exhilaration,[?g?z?l??re??n],高兴  a feeling of great?happiness?and?excitement
3417,S95,Q3,capriciousness,[k??pr???sn?s],"变幻莫测，变化无常  governed or characterized by caprice : impulsive,?unpredictable"
3418,S95,Q3,stringency,[?str?nd??nsi],严格  the quality or state of being stringent
3419,S95,Q4,boon,[b?n],"1.为生活带来方便的东西，有用之物 something that is very useful and makes your life a lot easier or better  ：benefit，advantage，aid
2.  亲密的（伙伴，朋友）convivial：  boon companion：     close , special or intimate"
3420,S95,Q4,circumvent,[?s??rk?m?vent],"1.〔尤指巧妙或不诚实地〕回避，规避〔含贬义〕to avoid?a?problem or rule that restricts you, especially in?a?clever?or?dishonest?way—used to show disapproval
2.〔改道〕绕开，避开〔某物〕to avoid?something?by?changing?the?direction?in which you are travelling"
3421,S95,Q4,entail,[?n?tel],"使必要，需要，导致  to have something as a?necessary?part,?step,?or?result?:????contain，involve
include"
3422,S95,Q5,undermine,[??nd??ma?n],"暗中削弱  to make someone or something weaker?or?less?effective usually in a secret or
gradual way"
3423,S95,Q6,voluminous,[v??l?m?n?s],大量的  very?large
3424,S95,Q6,mar,[mɑr],破坏  to spoil or damage it : spoil
3425,S95,Q6,rote,[rot],"1.  死记硬背  the use?of?memory?usually?with?little?intelligence??
2.  机械，死板  mechanical?or unthinking routine or repetition"
3426,S95,Q6,extrapolation,[?k?str?p??le??n],"（有根据）推断  to form an opinion or to?make?an?estimate about something from?known
facts"
3427,S95,Q6,serendipity,[?ser?n?d?p?ti],"意外发现珍奇事物的运气  luck that takes the form of finding valuable or pleasant things that
are not looked for"
3428,S95,Q7,glitz,[ɡl?ts],浮华；炫目  a very fancy?and?attractive?quality that is associated with rich or famous people
3429,S95,Q7,forerunner,[?f?r?r?n?],"1.  先驱  someone or something that comes before another : predecessor,?ancestor
2.  前兆  a sign of something that is?going?to?happen"
3430,S95,Q7,respite,[?r?sp?t],"1.  暂缓  a period of temporary?delay
2.  短暂休息  an interval?of?rest?or belief"
3431,S95,Q7,precursor,[pri?k?s?],"A precursor of something is a similar?thing that happened or existed before it, often
something that led to the existence or development of that thing."
3432,S95,Q7,rebuke,[r??bj?k],指责，非难  to criticize sharply : reprimand
3433,S95,Q8,lionize,[?la??na?z],"把…捧成名人,吹捧  to treat?someone?as?being?very?important?or?famous"
3434,S95,Q9,forsake,[f?r?sek??f?-],放弃  to give?up?or?leave someone or something entirely
3435,S95,Q9,eulogize,[?j?l??d?a?z],颂扬；称赞  extol
3436,S95,Q10,prominent,[?prɑm?n?nt],"1.  重要的;  著名的  important?and?well-known
2.  显眼的  easily noticed or seen : conspicuous"
3437,S96,Q1,substantiate,[s?b?st?n??et],证实  to prove?the?truth of something
3438,S96,Q1,surmise,[s??ma?z],(无根据）猜测；推测  a thought or idea based on scanty evidence : conjecture
3439,S96,Q2,craze,[krez],"一时的狂热  If there is a craze for something, it is very popular for a short time.  ：trend,fad"
3440,S96,Q2,spark,[spɑrk],"引发     If one thing sparks another, the first thing cause the second thing to start happening."
3441,S96,Q2,gourmet,[?ɡ?rme],美食家  a person who enjoys and knows?a?lot?about?good?food?and?wine
3442,S96,Q2,a slew of,[slu],大量的  a large number of things
3443,S96,Q2,exacerbate,[?ɡ?z?s?rbe?t],"恶化  to make a bad situation, a problem, etc. worse"
3444,S96,Q2,unfounded,[?n?fa?nd?d],"无根据的  not based on facts or proof : groundless,?unwarranted"
3445,S96,Q2,recapitulate,[?ri?k??p?t?ule?t],概括  to give?a?brief?summary of something
3446,S96,Q3,malfeasance,[?m?l?fi?z?ns],违法行为  illegal?or?dishonest?activity especially by a public official or a corporation
3447,S96,Q3,partisan,[?pɑrt?zn],"党派偏见  Partisanship is support?for?a?person?or?group without fair consideration of the
facts and circumstances."
3448,S96,Q3,fabricate,[?f?br?ket],伪造  to creat?or?make?up in order to trick people
3449,S96,Q4,hierarchical,[?ha???rɑrk?kl],"等级制度的  A hierarchical system or organization is one in which people?have?different?ranks
or?positions, depending on how important they are."
3450,S96,Q4,voracious,[v??re???s],贪婪的，贪吃的  having a huge appetite : ravenous
3451,S96,Q5,stiffen,[?st?fn],使坚强  to become?more?severe?or?strong or to make something more severe or strong
3452,S96,Q6,constant,['kɑnst?nt],"continual，faithful,?(霍叔叔提示?????:??记住直接背下?constant?的同义词??对理解此题很有好处）"
3453,S96,Q6,insist,[?n's?st],"(即便其他人不信也自信地）坚持说/认为     If you insist that something is the case, you say so very firmly and refuse to say otherwise, even?though?other?people?do?not?believe?you."
3454,S96,Q6,when,[hwen; hw?n],"然而  (引出令人吃惊的事实或评论) You use when in order to introduce a fact?or?comment
which?makes?the?other?part?of?the?sentence?rather?surprising?or?unlikely.??（霍叔提示：本题
when??前后句子逻辑取反）
例：Our mothers sat us down to read and paint, when all we really wanted to do was to make a mess.
我们的妈妈们让我们坐下读书、画画，而我们真正想要做的却是胡闹一阵。"
3455,S96,Q6,claim,[klem],"坚称，断言     to say that sth is true when some people may say it is not true（霍叔叔提示  ：
claim  这个词  好好看看它的英文释义     ）"
3456,S96,Q6,diffidence,[?d?f?d?ns],缺乏自信  lacking?confidence : not feeling comfortable around people
3457,S96,Q6,sympathetic,"[,s?mp?'θ?t?k]","赞同的  If you are sympathetic to a proposal or action, you approve of it and are willing to support it.（霍叔叔提示：sympathetic  除了有“同情的”意思     还有表“支持”的意思，本题  就
是这个意思.）"
3458,S96,Q6,transform,[tr?ns'f?rm],to change?sth?completely and usually in?a?good?way.
3459,S96,Q7,violate,[?va??let],"1.  违反  break,?disregard
2.  亵渎  to fail to show proper respect for : profane"
3460,S96,Q7,contravene,[?k?ntr??vi?n],违反  (法律、规则) to go or act contrary to : violate
3461,S96,Q8,mandatory,[?m?nd?t?ri],法定的，命令的  required by a law or rule : obligatory
3462,S96,Q8,trivial,[?tr?v??l],不重要的??not?important
3463,S96,Q9,loath,[lo?θ],不情愿的??unwilling?to do something : reluctant
3464,S96,Q10,cede,[sid],"割让  to give?control?of?something?to?another person, group, government, etc."
3465,S96,Q10,embrace,[?m?bres],"包括  to include something as part of a subject, discussion etc."
3466,S96,Q10,relinquish,[r??l??kw??],放弃  to give up     something：cede【拓研教育：YunMengZe1020】
3467,S97,Q1,turbid,[?t?b?d],"1.(水或液体)浑浊不清的  tubid water or liquid is dirty and muddy.
2.(思想)混乱的，.糊涂的 characterized by or producing obscurity (as of mind or emotions)"
3468,S97,Q1,turgid,['t?d??d],"1.〔因有液体或空气〕鼓得满满的，肿胀的  full and swollen with liquid or air
2.〔文章或讲话〕枯燥乏味的，很难理解的  turgid writing or speech is boring and difficult to
understand"
