,,GRE词以类记,
7832,throwback,"n. 返祖现象,复旧",张红岩：list056
7833,tickler,"n.棘手的问题,难题",张红岩：list056
7834,tragedy,n.悲剧，惨事，灾难,张红岩：list056
7835,transgression,n.违法，罪过,张红岩：list056
7836,underplay,vi. vt. 淡化...的重要性;表演（角色）不充分,张红岩：list056
7837,unfold,"vi. vt. 展开,打开; 逐渐呈现",张红岩：list056
7838,unprincipled,adj. 肆无忌惮的,张红岩：list056
7839,unscrupulous,adj.肆无忌惮的,张红岩：list056
7840,untoward,"adj.不幸的,(坏事)没料到的",张红岩：list056
7841,upswing,"n.上升,增长",张红岩：list056
7842,vapid,adj.索然无味的,张红岩：list056
7843,vitiate,"vt.削弱,损害",张红岩：list056
7844,wane,"vi.减少,衰微",张红岩：list056
7845,wax,"n. 蜡; vi. vt. 给...打蜡; 盈, 增大",张红岩：list056
7846,whine,"vi. vt.哀号,号哭",张红岩：list056
7847,whittle,vi. vt.削(木头); 削减,张红岩：list056
7848,wistful,"adj. 惆怅的,渴望的",张红岩：list056
7849,aftermath,"n.事件的后果,余波",张红岩：list056
7850,augmentation,n. 增加,张红岩：list056
7851,backslide,vi.故态复萌,张红岩：list056
7852,corny,"adj. 平淡无奇的,乡巴佬的",张红岩：list056
7853,dank,adj.阴湿的; 阴冷的,张红岩：list056
7854,debility,"n. 衰弱,虚弱",张红岩：list056
7855,defalcate,vi.盗用公款,张红岩：list056
7856,diminuendo,n.(音乐)渐弱,张红岩：list056
7857,dock,vi. vt. 剪短; 扣除…的一部分,张红岩：list056
7858,extradite,"vt.引渡回国,拿获归案",张红岩：list056
7859,filch,vt.偷(不贵重的东西),张红岩：list056
7860,forlorn,adj. 孤独的; 凄凉的,张红岩：list056
7861,monotone,adj. 单调的,张红岩：list056
7862,peculate,vt. 挪用(公款),张红岩：list056
7863,pilfer,vt. 偷窃,张红岩：list056
7864,poach,vi. vt. 偷猎，窃取,张红岩：list056
7865,renascent,adj. 再生的,张红岩：list056
7866,resurge,vt. 复活,张红岩：list056
7867,retrenchment,n. 节省，削减,张红岩：list056
7868,reversion,"n. 返回(原状,旧习惯); 逆转",张红岩：list056
7869,rove,"vi. vt. 流浪,漂泊",张红岩：list056
7870,rustler,n. 偷牛(马)贼,张红岩：list056
7871,sinister,adj.不吉祥的; 险恶的,张红岩：list056
7872,star-crossed,adj.时运不济的,张红岩：list056
7873,tautological,adj.用语重复的,张红岩：list056
7874,tribulation,"n.苦难,灾难",张红岩：list056
7875,wail,"vi.哀号,痛哭",张红岩：list056
7876,rehabilitative,"adj.使复原的,复职的",张红岩：list056
7877,permute,v.序列改变,张红岩：list056
7878,bate,"v.压制, 屏息, 压低; 减少;n.(制革用的)软化剂",张红岩：list056
7879,purse,n.小钱包，缩拢；v.噘起（多表示不赞成，恼怒）,张红岩：list056
7880,ballon,n.轻快优雅,张红岩：list056
7881,carefree,"adj.无忧无虑的,快乐舒畅的",张红岩：list056
7882,aridity,"n.干旱,乏味",张红岩：list056
7883,somnolence,"n.想睡,梦幻",张红岩：list056
7884,aridness,n.干燥,张红岩：list056
7885,insipidity,"adj.枯燥的,无生气的;乏味的  n.adv.",张红岩：list056
7886,debilitating,adj.衰弱的,张红岩：list056
7887,moodiness,n.喜怒无常,张红岩：list056
7888,disconsolate,adj.不开心的；郁郁寡欢的,张红岩：list056
7889,buccaneer,"n.海盗,vt.做海盗",张红岩：list056
7890,prize,n.奖赏；奖金；奖品,张红岩：list057
7891,hoax,n.骗局；恶作剧；玩笑,张红岩：list057
7892,offend,v.冒犯；的最；使生气,张红岩：list057
7893,prize,n.奖赏；奖金；奖品,张红岩：list057
7894,scar,n.伤痕；疤痕,张红岩：list057
7895,settle,vt.使定居；解决；使平静  vi.安家；定居；停留,张红岩：list057
7896,circulate,vi.(血液等)循环;环流  vt.使(血液等)循环; 使环流;使环行,张红岩：list057
7897,circulation,"n.循环;环流;环行;  (货币、消息等的)流通, 传播;(报刊等的)发行",张红岩：list057
7898,swear,"vt.&vi.(swore,sworn)发誓;起誓; 宣誓;咒骂",张红岩：list057
7899,accompany,vt.陪伴；陪同,张红岩：list057
7900,fake,adj.假的；伪造的n.赝品；骗子,张红岩：list057
7901,abuse,n.滥用；虐待；辱骂  vt. 滥用；虐待；辱骂,张红岩：list057
7902,offend,vt.触怒;冒犯,张红岩：list057
7903,occupation,n.职业;占据,张红岩：list057
7904,abuse,vt.  n. 辱骂;滥用,张红岩：list057
7905,abusive,adj.漫骂的；毁谤的；虐待的,张红岩：list057
7906,acclimate,vi. vt.使服水土;使适应,张红岩：list057
7907,accompany,"vi. vt. 伴随,陪伴",张红岩：list057
7908,accountability,n. 负有责任,张红岩：list057
7909,advent,"n.到来,来临",张红岩：list057
7910,affirm,vt. 赞成; 肯定,张红岩：list057
7911,affront,"vt.侮辱,冒犯",张红岩：list057
7912,albeit,"conj . 虽然,尽管",张红岩：list057
7913,annihilate,vt. 消灭,张红岩：list057
7914,apocryphal,adj.假冒的，虚假的,张红岩：list057
7915,arrogate,vt. 冒称具有…权利,张红岩：list057
7916,artificial,"adj. 人造的,假的",张红岩：list057
7917,aver,vt.极力声明;断言,张红岩：list057
7918,benediction,n.祝福; 祈祷,张红岩：list057
7919,benison,"n.祝福,赐福",张红岩：list057
7920,bereft,adj.被剥夺的；缺少的,张红岩：list057
7921,bogus,"adj.假装的,假的",张红岩：list057
7922,bruise,"adj. 受伤, 擦伤",张红岩：list057
7923,cajole,vt.（以甜言蜜语）哄骗,张红岩：list057
7924,certainty,n. 确定的事情,张红岩：list057
7925,certitude,n. 确定无疑,张红岩：list057
7926,chisel,n. 凿子; vt.凿; 欺骗,张红岩：list057
7927,circulate,"vt.循环,流通",张红岩：list057
7928,coax,"vi. vt. 哄诱,巧言诱哄",张红岩：list057
7929,coddle,vt. 溺爱; 悉心照料,张红岩：list057
7930,commemorate,"vt. 纪念(伟人,大事件等)",张红岩：list057
7931,conclusive,adj.最后的，结论的；确凿的，消除怀疑的,张红岩：list057
7932,concomitant,adj. 伴随而来的,张红岩：list057
7933,confiscate,"vt. 没收,充公",张红岩：list057
7934,cosset,"vt. 宠爱,娇养",张红岩：list057
7935,counteract,"vt. 消除,抵消",张红岩：list057
7936,counterfeit,"vt. 伪造,仿造",张红岩：list057
7937,cozen,"vt. 欺瞒,欺骗",张红岩：list057
7938,cyclical,adj. 循环的,张红岩：list057
7939,deceit,"n. 欺骗,欺诈",张红岩：list057
7940,deception,n. 用欺骗手段获得某事物,张红岩：list057
7941,defraud,vt. 欺骗某人,张红岩：list057
7942,delude,"vt. 欺骗,哄骗",张红岩：list057
7943,delusion,"n. 欺骗,幻想",张红岩：list057
7944,denude,"vt. 脱去,剥蚀,剥夺",张红岩：list057
7945,deprivation,"n. 剥夺,丧失",张红岩：list057
7946,deracinate,"vt. 根除, 杜绝",张红岩：list057
7947,desecrate,"vt. 玷辱,亵渎",张红岩：list057
7948,detrimental,"adj.损害的,造成伤害的",张红岩：list057
7949,discretionary,adj.自由决定的,张红岩：list057
7950,dislocate,vt.使脱臼; 把...弄乱,张红岩：list057
7951,divest,vt. 卸下盛装; 剥夺,张红岩：list057
7952,divestiture,"n. 脱衣,卸下装饰; 剥夺财产,取消称号",张红岩：list057
7953,doting,adj. 溺爱的,张红岩：list057
7954,eclectic,"adj. 折衷的, 综合性的",张红岩：list057
7955,egocentric,adj. 利己的,张红岩：list057
7956,emote,vi. 激动地表达感情,张红岩：list057
7957,enamored,"adj. 珍爱的 , 喜爱的",张红岩：list057
7958,enclosure,"n.圈地, 围占",张红岩：list057
7959,encroach,"vi. vt. 侵占, 蚕食",张红岩：list057
7960,ersatz,"adj. 代用的,假的",张红岩：list057
7961,execrate,vi. vt. 憎恶; 咒骂,张红岩：list057
7962,expenditure,"n.消耗,支出",张红岩：list057
7963,exterminate,"vt.消灭,灭绝",张红岩：list057
7964,extinct,"adj.绝种的,不存在的",张红岩：list057
7965,extirpation,"n. 根除,铲除",张红岩：list057
7966,extort,vt.强索,张红岩：list057
7967,extravagance,"n. 奢侈,挥霍",张红岩：list057
7968,fabricate,vt. 捏造; 制造,张红岩：list057
7969,falsehood,n. 谎言,张红岩：list057
7970,fictitious,adj.假的; 虚构的,张红岩：list057
7971,forfeit,"vt. 丧失,被罚没收; n. 丧失物",张红岩：list057
7972,forge,n. 铁匠铺; vi. vt. 锤炼; 伪造,张红岩：list057
7973,forgery,n. 伪造(物),张红岩：list057
7974,fraudulent,"adj. 欺骗的,不诚实的",张红岩：list057
7975,gerrymander,vi. vt. (为使某政党在选举中取得优势)不公正地将(某地区)划成选区,张红岩：list057
7976,gimmick,"n. 吸引人的花招,噱头",张红岩：list057
7977,gouge,n. 半圆凿; vt. 挖出; 敲竹杠,张红岩：list057
7978,gullible,adj. 易受骗的,张红岩：list057
7979,hector,"vt. 凌辱,威吓",张红岩：list057
7980,hoax,"n. vt. 骗局,欺骗",张红岩：list057
7981,hoodwink,"vt. 蒙混,欺骗",张红岩：list057
7982,humiliate,vt. 使屈辱,张红岩：list057
7983,hurl,vi. vt.猛投；大声叫骂,张红岩：list057
7984,ignominy,"n. 羞耻,屈辱",张红岩：list057
7985,imposture,n.冒充,张红岩：list057
7986,inalienable,adj. 不可剥夺的,张红岩：list057
7987,incur,vt. 招惹,张红岩：list057
7988,indignity,"n.侮辱,轻蔑; 侮辱性的言行",张红岩：list057
7989,internecine,"adj. 内讧的,两败俱伤的",张红岩：list057
7990,inveigle,"vt. 诱骗,诱使",张红岩：list057
7991,irradicable,adj.不能根除的,张红岩：list057
7992,juggernaut,n. 摧毁一切的强大力量,张红岩：list057
7993,kidnap,vt.诱拐，绑架，勒赎,张红岩：list057
7994,lavish,adj. 浪费的; 丰富的,张红岩：list057
7995,luxurious,adj.奢侈的，豪华的,张红岩：list057
7996,luxury,n.奢侈(品),张红岩：list057
7997,mendacious,adj. 不真的; 撒谎的,张红岩：list057
7998,monopoly,"n. 专利权,垄断",张红岩：list057
7999,mortification,"n. 耻辱,屈辱",张红岩：list057
8000,nomadic,adj.游牧的,张红岩：list057
8001,nostalgia,n. 怀旧之情; 思乡病,张红岩：list057
8002,oath,n.誓言；咒骂,张红岩：list057
8003,obligation,"n. 责任; 债务, 欠的人情",张红岩：list057
8004,occupation,"n. 工作,职业 ;占领",张红岩：list057
8005,offend,"vt. 冒犯,使不快 ; 触犯",张红岩：list057
8006,orient,adj. 上升的; vi. vt. 确定方向; 使熟悉情况,张红岩：list057
8007,overlap,vi. vt. (部分地)重叠,张红岩：list057
8008,plausible,adj. 似乎合理的; 嘴巧的,张红岩：list057
8009,plunder,"vt. 抢劫,掠夺",张红岩：list057
8010,plush,adj. 豪华的,张红岩：list057
8011,predestine,vt. 注定,张红岩：list057
8012,prevaricate,"vt. 支吾其词,说谎",张红岩：list057
8013,profuse,adj. 很多的; 浪费的,张红岩：list057
8014,purported,adj.谣传的，声张的，号称的,张红岩：list057
8015,rapacious,"adj.强夺的,贪婪的",张红岩：list057
8016,revile,"vt. 辱骂,恶言相向",张红岩：list057
8017,rig,"vt. 欺骗,舞弊,伪造",张红岩：list057
8018,sentiment,n. 多愁善感; 思想感情,张红岩：list057
8019,sham,n.虚假; vi. vt.伪装,张红岩：list057
8020,shiftless,adj.没有决断力的; 偷懒的,张红岩：list057
8021,splurge,"n.炫耀,摆阔",张红岩：list057
8022,sprain,vt. 扭伤,张红岩：list057
8023,spurious,adj.假的; 伪造的,张红岩：list057
8024,squander,"vi. vt.浪费,挥霍",张红岩：list057
8025,sumptuous,"adj. 豪华的,奢侈的",张红岩：list057
8026,swindle,vt.诈骗,张红岩：list057
8027,temptation,"n.引诱,诱惑物",张红岩：list057
8028,texture,n.质地; 结构,张红岩：list057
8029,undercut,vi. vt. 削价与（竞争者）抢生意,张红岩：list057
8030,unspoiled,"adj. 未损坏的,未宠坏的",张红岩：list057
8031,usurp,"vi. vt.篡夺,霸占",张红岩：list057
8032,verdict,"n.判决,决定",张红岩：list057
8033,verified,"adj. 检验的,核实的",张红岩：list057
8034,vituperate,"vt.痛斥,辱骂",张红岩：list057
8035,vituperative,adj.辱骂的,张红岩：list057
8036,wheedle,vi. vt.(用花言巧语)哄骗,张红岩：list057
8037,abduct,"vt.绑架,拐走",张红岩：list057
8038,bamboozle,vt. 欺骗，隐瞒,张红岩：list057
8039,beguile,"vt.欺骗,诱骗",张红岩：list057
8040,bereave,"vt.丧亲,夺去",张红岩：list057
8041,blackmail,"n. vt.敲诈,勒索",张红岩：list057
8042,brattish,adj. (指小孩)讨厌的，宠坏的，不礼貌的,张红岩：list057
8043,canard,"n. 谣言,假新闻",张红岩：list057
8044,concoct,"vt. 调制,捏造",张红岩：list057
8045,decoy,vt.诱骗,张红岩：list057
8046,deforest,vt. 采伐森林，清除树林,张红岩：list057
8047,depredation,"n. 劫掠,蹂躏",张红岩：list057
8048,despoil,"vt. 夺取,抢夺",张红岩：list057
8049,disfranchise,vt.剥夺...的权力(尤指选举权或公民权),张红岩：list057
8050,entrench,vi. vt. 挖壕沟; 确立,张红岩：list057
8051,expropriate,vt.充公; 没收,张红岩：list057
8052,factitious,"adj.人为的,不真实的",张红岩：list057
8053,fake,vi. vt.伪造; 佯装,张红岩：list057
8054,falsify,vi. vt.窜改; 说谎,张红岩：list057
8055,footle,vi. 胡闹; 浪费(时间),张红岩：list057
8056,hearsay,"n. 谣传,道听途说",张红岩：list057
8057,incertitude,"n. 疑惑,不确定",张红岩：list057
8058,ingress,n.进入,张红岩：list057
8059,leeway,n.(可供活动的)余地,张红岩：list057
8060,maim,vt. 使残废,张红岩：list057
8061,maraud,"vt. 抢劫,掠夺",张红岩：list057
8062,monopolize,vt. 垄断，独占,张红岩：list057
8063,mulct,"vt.诈取, 诈骗",张红岩：list057
8064,onus,"n. 义务, 负担",张红岩：list057
8065,phony,"adj. 假的,伪造的",张红岩：list057
8066,pillage,"n. vt. 抢劫,掠夺",张红岩：list057
8067,positiveness,"n. 肯定,信心",张红岩：list057
8068,putative,"adj.公认的,普遍认为的",张红岩：list057
8069,ravish,vt.迷住; 强夺,张红岩：list057
8070,retention,"n. 保留,保持",张红岩：list057
8071,sack,n. 粗布袋; vt. 掠夺,张红岩：list057
8072,scab,n. 创口上所结的疤、痂,张红岩：list057
8073,scar,"n. 伤痕,伤疤",张红岩：list057
8074,scramble,vi. vt. 攀登; 争夺,张红岩：list057
8075,sequestrate,"vt. 扣押,没收",张红岩：list057
8076,skullduggery,n. 舞弊,张红岩：list057
8077,swear,vi. vt. 诅咒,张红岩：list057
8078,uxorious,adj.宠爱妻子的,张红岩：list057
8079,wangle,vt.用巧计或花言巧语获得某事物,张红岩：list057
8080,unnerve,"vt.使失掉勇气; 使身心交疲,抽取...的神经",张红岩：list057
8081,unfrock,"vt.剥去法衣,解除僧职",张红岩：list057
8082,disenfranchise,"vt.剥夺…的选举权,剥夺…的公民权,终止…的特许权",张红岩：list057
8083,delusive,adj.错觉的，欺骗的，虚妄的,张红岩：list057
8084,expletive,adj.附加的; 多余的;n.感叹词，咒骂语,张红岩：list057
8085,contusion,vt.使(皮肉)挫伤，挫伤，撞伤；淤伤，青肿,张红岩：list057
8086,welt,"n.贴边,袜口,伤痕,vt.装饰,鞭打",张红岩：list057
8087,kismet,n.天命；命运,张红岩：list057
8088,commemorative,adj.(用作)纪念的；纪念性的n.纪念物；纪念邮票；纪念币,张红岩：list057
8089,determination,"n.决心; 决定,确定, 测定",张红岩：list057
8090,affirmation,"n.肯定；确认,证实；批准",张红岩：list057
8091,determinate,adj.有明确限度的；限定的；有明确形式的,张红岩：list057
8092,regicide,n.弑君者；参与弑君者,张红岩：list057
8093,irresponsible,adj.（人，态度或行为）不负责任的；无责任感的；不可靠的,张红岩：list057
8094,beeline,"n.(两地之间的)直线；直路；最短距离,<非正>迅速直奔;径直前往",张红岩：list057
